author,dominant_candidate,dominant_camp,n_candidates_engaged,candidates_list,eng_david_belliard,eng_emmanuel_gregoire,eng_ian_brossat,eng_pierre_yves_bournazel,eng_rachida_dati,eng_sarah_knafo,eng_sophia_chikirou,eng_thierry_mariani,community,comm_dominant_candidate
007bisou,rachida_dati,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,rachida_dati,rachida_dati
0201wil,rachida_dati,Droite,3,"rachida_dati,sarah_knafo,thierry_mariani",0,0,0,0,1,1,0,1,rachida_dati,rachida_dati
05curieuse,thierry_mariani,Extreme droite,2,"sarah_knafo,thierry_mariani",0,0,0,0,0,1,0,1,thierry_mariani,thierry_mariani
0612815915a,rachida_dati,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,rachida_dati,rachida_dati
0chro,sarah_knafo,Droite,3,"pierre_yves_bournazel,sarah_knafo,thierry_mariani",0,0,0,1,0,1,0,1,sarah_knafo,sarah_knafo
100156gv,rachida_dati,Droite,3,"pierre_yves_bournazel,rachida_dati,thierry_mariani",0,0,0,1,1,0,0,1,rachida_dati,rachida_dati
125powa,rachida_dati,Droite,2,"david_belliard,rachida_dati",1,0,0,0,1,0,0,0,rachida_dati,rachida_dati
12ludovic,pierre_yves_bournazel,Centre-droit,2,"david_belliard,pierre_yves_bournazel",1,0,0,1,0,0,0,0,pierre_yves_bournazel,pierre_yves_bournazel
13thi.erry,ian_brossat,Gauche radicale,2,"ian_brossat,sophia_chikirou",0,0,1,0,0,0,1,0,ian_brossat,ian_brossat
16oa31walter,sarah_knafo,Droite,3,"pierre_yves_bournazel,sarah_knafo,thierry_mariani",0,0,0,1,0,1,0,1,sarah_knafo,sarah_knafo
1gigot,sarah_knafo,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,sarah_knafo,sarah_knafo
1nainsoumis,thierry_mariani,Extreme droite,2,"sarah_knafo,thierry_mariani",0,0,0,0,0,1,0,1,thierry_mariani,thierry_mariani
1parisienaparis,rachida_dati,Droite,3,"david_belliard,pierre_yves_bournazel,rachida_dati",1,0,0,1,1,0,0,0,rachida_dati,rachida_dati
203leretour,rachida_dati,Droite,2,"pierre_yves_bournazel,rachida_dati",0,0,0,1,1,0,0,0,rachida_dati,rachida_dati
22hmk85vrryves,sarah_knafo,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,sarah_knafo,sarah_knafo
2300chri72687,david_belliard,Gauche,2,"david_belliard,ian_brossat",1,0,1,0,0,0,0,0,david_belliard,david_belliard
29locki,sarah_knafo,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,sarah_knafo,sarah_knafo
29quovadis,sarah_knafo,Droite,2,"sarah_knafo,thierry_mariani",0,0,0,0,0,1,0,1,sarah_knafo,sarah_knafo
2_citoyen,sarah_knafo,Droite,2,"pierre_yves_bournazel,sarah_knafo",0,0,0,1,0,1,0,0,sarah_knafo,sarah_knafo
2_expat,sarah_knafo,Droite,2,"sarah_knafo,thierry_mariani",0,0,0,0,0,1,0,1,sarah_knafo,sarah_knafo
2_vigilant,sarah_knafo,Droite,2,"ian_brossat,sarah_knafo",0,0,1,0,0,1,0,0,sarah_knafo,sarah_knafo
2halumi,rachida_dati,Droite,3,"pierre_yves_bournazel,rachida_dati,sarah_knafo",0,0,0,1,1,1,0,0,rachida_dati,rachida_dati
2lapagerie,rachida_dati,Droite,2,"pierre_yves_bournazel,rachida_dati",0,0,0,1,1,0,0,0,rachida_dati,rachida_dati
2mainlachapelle,rachida_dati,Droite,2,"pierre_yves_bournazel,rachida_dati",0,0,0,1,1,0,0,0,rachida_dati,rachida_dati
2sgchevalier,sarah_knafo,Droite,3,"david_belliard,pierre_yves_bournazel,sarah_knafo",1,0,0,1,0,1,0,0,sarah_knafo,sarah_knafo
30bbtommy,rachida_dati,Droite,3,"david_belliard,emmanuel_gregoire,rachida_dati",1,1,0,0,1,0,0,0,rachida_dati,rachida_dati
33moto66,sarah_knafo,Droite,3,"pierre_yves_bournazel,rachida_dati,sarah_knafo",0,0,0,1,1,1,0,0,sarah_knafo,sarah_knafo
34occi34,sarah_knafo,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,sarah_knafo,sarah_knafo
38vercors,pierre_yves_bournazel,Centre-droit,2,"pierre_yves_bournazel,rachida_dati",0,0,0,1,1,0,0,0,pierre_yves_bournazel,pierre_yves_bournazel
3_14_r,pierre_yves_bournazel,Centre-droit,2,"emmanuel_gregoire,pierre_yves_bournazel",0,1,0,1,0,0,0,0,pierre_yves_bournazel,pierre_yves_bournazel
44breizy,sarah_knafo,Droite,2,"sarah_knafo,thierry_mariani",0,0,0,0,0,1,0,1,sarah_knafo,sarah_knafo
44gildas,thierry_mariani,Extreme droite,2,"rachida_dati,thierry_mariani",0,0,0,0,1,0,0,1,thierry_mariani,thierry_mariani
49856339_19,sarah_knafo,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,sarah_knafo,sarah_knafo
54m9wsm58m,ian_brossat,Gauche radicale,3,"david_belliard,emmanuel_gregoire,ian_brossat",1,1,1,0,0,0,0,0,ian_brossat,ian_brossat
56didou,sarah_knafo,Droite,5,"david_belliard,ian_brossat,rachida_dati,sarah_knafo,thierry_mariani",1,0,1,0,1,1,0,1,sarah_knafo,sarah_knafo
5starsurmulot,thierry_mariani,Extreme droite,2,"sarah_knafo,thierry_mariani",0,0,0,0,0,1,0,1,thierry_mariani,thierry_mariani
6479jeso,rachida_dati,Droite,2,"pierre_yves_bournazel,rachida_dati",0,0,0,1,1,0,0,0,rachida_dati,rachida_dati
6mk1307,rachida_dati,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,rachida_dati,rachida_dati
7033pj,pierre_yves_bournazel,Centre-droit,2,"david_belliard,pierre_yves_bournazel",1,0,0,1,0,0,0,0,pierre_yves_bournazel,pierre_yves_bournazel
73jbois,david_belliard,Gauche,2,"david_belliard,ian_brossat",1,0,1,0,0,0,0,0,david_belliard,david_belliard
7506patrickb,thierry_mariani,Extreme droite,2,"ian_brossat,thierry_mariani",0,0,1,0,0,0,0,1,thierry_mariani,thierry_mariani
75irmamathilde,rachida_dati,Droite,2,"pierre_yves_bournazel,rachida_dati",0,0,0,1,1,0,0,0,rachida_dati,rachida_dati
75spectateur,thierry_mariani,Extreme droite,2,"pierre_yves_bournazel,thierry_mariani",0,0,0,1,0,0,0,1,thierry_mariani,thierry_mariani
76200ninie,rachida_dati,Droite,3,"pierre_yves_bournazel,rachida_dati,sarah_knafo",0,0,0,1,1,1,0,0,rachida_dati,rachida_dati
78brigitte,sarah_knafo,Droite,2,"ian_brossat,sarah_knafo",0,0,1,0,0,1,0,0,sarah_knafo,sarah_knafo
7rhztwwsm4,sarah_knafo,Droite,4,"ian_brossat,pierre_yves_bournazel,rachida_dati,sarah_knafo",0,0,1,1,1,1,0,0,sarah_knafo,sarah_knafo
9dsins,sarah_knafo,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,sarah_knafo,sarah_knafo
______greg,david_belliard,Gauche,2,"david_belliard,pierre_yves_bournazel",1,0,0,1,0,0,0,0,david_belliard,david_belliard
__lucide,sarah_knafo,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,sarah_knafo,sarah_knafo
__pestenoire__,sophia_chikirou,Gauche radicale,2,"pierre_yves_bournazel,sophia_chikirou",0,0,0,1,0,0,1,0,sophia_chikirou,sophia_chikirou
_abdakadabra,sarah_knafo,Droite,3,"pierre_yves_bournazel,rachida_dati,sarah_knafo",0,0,0,1,1,1,0,0,sarah_knafo,sarah_knafo
_adeleh,david_belliard,Gauche,2,"david_belliard,rachida_dati",1,0,0,0,1,0,0,0,david_belliard,david_belliard
_antoine,pierre_yves_bournazel,Centre-droit,2,"david_belliard,pierre_yves_bournazel",1,0,0,1,0,0,0,0,pierre_yves_bournazel,pierre_yves_bournazel
_askel,rachida_dati,Droite,3,"david_belliard,pierre_yves_bournazel,rachida_dati",1,0,0,1,1,0,0,0,rachida_dati,rachida_dati
_barbodoll_,sarah_knafo,Droite,2,"pierre_yves_bournazel,sarah_knafo",0,0,0,1,0,1,0,0,sarah_knafo,sarah_knafo
_brindacier,rachida_dati,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,rachida_dati,rachida_dati
_ericjulian,david_belliard,Gauche,2,"david_belliard,ian_brossat",1,0,1,0,0,0,0,0,david_belliard,david_belliard
_h16,sarah_knafo,Droite,3,"pierre_yves_bournazel,sarah_knafo,thierry_mariani",0,0,0,1,0,1,0,1,sarah_knafo,sarah_knafo
_joull__2,ian_brossat,Gauche radicale,2,"david_belliard,ian_brossat",1,0,1,0,0,0,0,0,ian_brossat,ian_brossat
_kamst,david_belliard,Gauche,2,"david_belliard,rachida_dati",1,0,0,0,1,0,0,0,david_belliard,david_belliard
_lachezmoi,sarah_knafo,Droite,2,"ian_brossat,sarah_knafo",0,0,1,0,0,1,0,0,sarah_knafo,sarah_knafo
_lalbatros,rachida_dati,Droite,3,"david_belliard,pierre_yves_bournazel,rachida_dati",1,0,0,1,1,0,0,0,rachida_dati,rachida_dati
_ma_thusal_em,sarah_knafo,Droite,3,"ian_brossat,rachida_dati,sarah_knafo",0,0,1,0,1,1,0,0,sarah_knafo,sarah_knafo
_maybe_33,sarah_knafo,Droite,2,"david_belliard,sarah_knafo",1,0,0,0,0,1,0,0,sarah_knafo,sarah_knafo
_mongraindesel,sarah_knafo,Droite,2,"emmanuel_gregoire,sarah_knafo",0,1,0,0,0,1,0,0,sarah_knafo,sarah_knafo
_periscolaire,pierre_yves_bournazel,Centre-droit,2,"pierre_yves_bournazel,rachida_dati",0,0,0,1,1,0,0,0,pierre_yves_bournazel,pierre_yves_bournazel
_reconquete,sarah_knafo,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,sarah_knafo,sarah_knafo
_rochefort_,sarah_knafo,Droite,2,"sarah_knafo,sophia_chikirou",0,0,0,0,0,1,1,0,sarah_knafo,sarah_knafo
_saintete_pepe,sarah_knafo,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,sarah_knafo,sarah_knafo
_saladelle_,sarah_knafo,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,sarah_knafo,sarah_knafo
_unautreregard_,sarah_knafo,Droite,2,"pierre_yves_bournazel,sarah_knafo",0,0,0,1,0,1,0,0,sarah_knafo,sarah_knafo
a_degalzain,rachida_dati,Droite,2,"pierre_yves_bournazel,rachida_dati",0,0,0,1,1,0,0,0,rachida_dati,rachida_dati
a_dvep,thierry_mariani,Extreme droite,2,"sarah_knafo,thierry_mariani",0,0,0,0,0,1,0,1,thierry_mariani,thierry_mariani
a_l_e_x_1975,david_belliard,Gauche,2,"david_belliard,sophia_chikirou",1,0,0,0,0,0,1,0,david_belliard,david_belliard
aandraous,emmanuel_gregoire,Gauche,2,"david_belliard,emmanuel_gregoire",1,1,0,0,0,0,0,0,emmanuel_gregoire,emmanuel_gregoire
aange60,rachida_dati,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,rachida_dati,rachida_dati
aawaxx,pierre_yves_bournazel,Centre-droit,2,"pierre_yves_bournazel,sarah_knafo",0,0,0,1,0,1,0,0,pierre_yves_bournazel,pierre_yves_bournazel
ab_france01,sarah_knafo,Droite,2,"pierre_yves_bournazel,sarah_knafo",0,0,0,1,0,1,0,0,sarah_knafo,sarah_knafo
abanoro,sarah_knafo,Droite,3,"pierre_yves_bournazel,rachida_dati,sarah_knafo",0,0,0,1,1,1,0,0,sarah_knafo,sarah_knafo
abbonachris,sarah_knafo,Droite,4,"david_belliard,pierre_yves_bournazel,rachida_dati,sarah_knafo",1,0,0,1,1,1,0,0,sarah_knafo,sarah_knafo
abbray,sarah_knafo,Droite,2,"sarah_knafo,thierry_mariani",0,0,0,0,0,1,0,1,sarah_knafo,sarah_knafo
abfablancien,pierre_yves_bournazel,Centre-droit,5,"david_belliard,emmanuel_gregoire,ian_brossat,pierre_yves_bournazel,rachida_dati",1,1,1,1,1,0,0,0,pierre_yves_bournazel,pierre_yves_bournazel
abissane,rachida_dati,Droite,3,"pierre_yves_bournazel,rachida_dati,sarah_knafo",0,0,0,1,1,1,0,0,rachida_dati,rachida_dati
abolutely66666,sarah_knafo,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,sarah_knafo,sarah_knafo
abparis757575,pierre_yves_bournazel,Centre-droit,3,"david_belliard,ian_brossat,pierre_yves_bournazel",1,0,1,1,0,0,0,0,pierre_yves_bournazel,pierre_yves_bournazel
abumelanchaoud,sarah_knafo,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,sarah_knafo,sarah_knafo
acidelerevenant,sarah_knafo,Droite,2,"emmanuel_gregoire,sarah_knafo",0,1,0,0,0,1,0,0,sarah_knafo,sarah_knafo
aclark1989,david_belliard,Gauche,3,"david_belliard,emmanuel_gregoire,ian_brossat",1,1,1,0,0,0,0,0,david_belliard,david_belliard
actarus2023,rachida_dati,Droite,2,"pierre_yves_bournazel,rachida_dati",0,0,0,1,1,0,0,0,rachida_dati,rachida_dati
actioncrypto3,sarah_knafo,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,sarah_knafo,sarah_knafo
ad_vitam44_,thierry_mariani,Extreme droite,2,"rachida_dati,thierry_mariani",0,0,0,0,1,0,0,1,thierry_mariani,thierry_mariani
addapaule,sarah_knafo,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,sarah_knafo,sarah_knafo
aderlakidar,emmanuel_gregoire,Gauche,2,"emmanuel_gregoire,sophia_chikirou",0,1,0,0,0,0,1,0,emmanuel_gregoire,emmanuel_gregoire
adler_p,sarah_knafo,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,sarah_knafo,sarah_knafo
adnzahir6,sarah_knafo,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,sarah_knafo,sarah_knafo
adresansoso,sophia_chikirou,Gauche radicale,2,"sarah_knafo,sophia_chikirou",0,0,0,0,0,1,1,0,sophia_chikirou,sophia_chikirou
adressepip61241,rachida_dati,Droite,2,"pierre_yves_bournazel,rachida_dati",0,0,0,1,1,0,0,0,rachida_dati,rachida_dati
adriancha11,sarah_knafo,Droite,3,"pierre_yves_bournazel,rachida_dati,sarah_knafo",0,0,0,1,1,1,0,0,sarah_knafo,sarah_knafo
adriemonk,sarah_knafo,Droite,2,"sarah_knafo,thierry_mariani",0,0,0,0,0,1,0,1,sarah_knafo,sarah_knafo
adriendiza,ian_brossat,Gauche radicale,2,"emmanuel_gregoire,ian_brossat",0,1,1,0,0,0,0,0,ian_brossat,ian_brossat
aebele631974,sarah_knafo,Droite,2,"david_belliard,sarah_knafo",1,0,0,0,0,1,0,0,sarah_knafo,sarah_knafo
aehaw12,pierre_yves_bournazel,Centre-droit,2,"pierre_yves_bournazel,sarah_knafo",0,0,0,1,0,1,0,0,pierre_yves_bournazel,pierre_yves_bournazel
ag30366574,rachida_dati,Droite,3,"emmanuel_gregoire,pierre_yves_bournazel,rachida_dati",0,1,0,1,1,0,0,0,rachida_dati,rachida_dati
agnesbayatti,ian_brossat,Gauche radicale,2,"david_belliard,ian_brossat",1,0,1,0,0,0,0,0,ian_brossat,ian_brossat
agoralith,rachida_dati,Droite,4,"pierre_yves_bournazel,rachida_dati,sarah_knafo,sophia_chikirou",0,0,0,1,1,1,1,0,rachida_dati,rachida_dati
agretdenis,sarah_knafo,Droite,3,"pierre_yves_bournazel,sarah_knafo,thierry_mariani",0,0,0,1,0,1,0,1,sarah_knafo,sarah_knafo
aimeparis_j,pierre_yves_bournazel,Centre-droit,2,"pierre_yves_bournazel,rachida_dati",0,0,0,1,1,0,0,0,pierre_yves_bournazel,pierre_yves_bournazel
airpaix87,pierre_yves_bournazel,Centre-droit,4,"david_belliard,ian_brossat,pierre_yves_bournazel,rachida_dati",1,0,1,1,1,0,0,0,pierre_yves_bournazel,pierre_yves_bournazel
akafrenchisdrs,sarah_knafo,Droite,2,"emmanuel_gregoire,sarah_knafo",0,1,0,0,0,1,0,0,sarah_knafo,sarah_knafo
akonopierre3,sarah_knafo,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,sarah_knafo,sarah_knafo
alai_kh1982,pierre_yves_bournazel,Centre-droit,2,"david_belliard,pierre_yves_bournazel",1,0,0,1,0,0,0,0,pierre_yves_bournazel,pierre_yves_bournazel
alain.le.roux,sophia_chikirou,Gauche radicale,2,"ian_brossat,sophia_chikirou",0,0,1,0,0,0,1,0,sophia_chikirou,sophia_chikirou
alain14390,rachida_dati,Droite,3,"david_belliard,rachida_dati,sarah_knafo",1,0,0,0,1,1,0,0,rachida_dati,rachida_dati
alain16544,thierry_mariani,Extreme droite,2,"sarah_knafo,thierry_mariani",0,0,0,0,0,1,0,1,thierry_mariani,thierry_mariani
alain1731924,sarah_knafo,Droite,2,"sarah_knafo,thierry_mariani",0,0,0,0,0,1,0,1,sarah_knafo,sarah_knafo
alain_bestof,sarah_knafo,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,sarah_knafo,sarah_knafo
alainbonte2,thierry_mariani,Extreme droite,2,"sarah_knafo,thierry_mariani",0,0,0,0,0,1,0,1,thierry_mariani,thierry_mariani
alaindelva44374,sarah_knafo,Droite,2,"ian_brossat,sarah_knafo",0,0,1,0,0,1,0,0,sarah_knafo,sarah_knafo
alainlafarge,pierre_yves_bournazel,Centre-droit,4,"david_belliard,emmanuel_gregoire,pierre_yves_bournazel,rachida_dati",1,1,0,1,1,0,0,0,pierre_yves_bournazel,pierre_yves_bournazel
alainledun,rachida_dati,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,rachida_dati,rachida_dati
alainlhote1,rachida_dati,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,rachida_dati,rachida_dati
alainniayparis,thierry_mariani,Extreme droite,3,"pierre_yves_bournazel,rachida_dati,thierry_mariani",0,0,0,1,1,0,0,1,thierry_mariani,thierry_mariani
alainpaul75,ian_brossat,Gauche radicale,2,"david_belliard,ian_brossat",1,0,1,0,0,0,0,0,ian_brossat,ian_brossat
alainpaulweber,sarah_knafo,Droite,2,"david_belliard,sarah_knafo",1,0,0,0,0,1,0,0,sarah_knafo,sarah_knafo
alainpenoel,thierry_mariani,Extreme droite,2,"sarah_knafo,thierry_mariani",0,0,0,0,0,1,0,1,thierry_mariani,thierry_mariani
alainplm,sarah_knafo,Droite,2,"david_belliard,sarah_knafo",1,0,0,0,0,1,0,0,sarah_knafo,sarah_knafo
alainsalva9730,thierry_mariani,Extreme droite,2,"sarah_knafo,thierry_mariani",0,0,0,0,0,1,0,1,thierry_mariani,thierry_mariani
alb34991995,rachida_dati,Droite,3,"david_belliard,pierre_yves_bournazel,rachida_dati",1,0,0,1,1,0,0,0,rachida_dati,rachida_dati
albarquelst,sarah_knafo,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,sarah_knafo,sarah_knafo
albator8475,ian_brossat,Gauche radicale,3,"david_belliard,emmanuel_gregoire,ian_brossat",1,1,1,0,0,0,0,0,ian_brossat,ian_brossat
albertbochard,thierry_mariani,Extreme droite,3,"pierre_yves_bournazel,rachida_dati,thierry_mariani",0,0,0,1,1,0,0,1,thierry_mariani,thierry_mariani
albertralebol,sarah_knafo,Droite,2,"pierre_yves_bournazel,sarah_knafo",0,0,0,1,0,1,0,0,sarah_knafo,sarah_knafo
albertrey17,sarah_knafo,Droite,2,"sarah_knafo,thierry_mariani",0,0,0,0,0,1,0,1,sarah_knafo,sarah_knafo
albinb23883,rachida_dati,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,rachida_dati,rachida_dati
albz2,pierre_yves_bournazel,Centre-droit,2,"ian_brossat,pierre_yves_bournazel",0,0,1,1,0,0,0,0,pierre_yves_bournazel,pierre_yves_bournazel
alcidedefrance,rachida_dati,Droite,2,"rachida_dati,thierry_mariani",0,0,0,0,1,0,0,1,rachida_dati,rachida_dati
alco757,pierre_yves_bournazel,Centre-droit,2,"ian_brossat,pierre_yves_bournazel",0,0,1,1,0,0,0,0,pierre_yves_bournazel,pierre_yves_bournazel
aleaument,sarah_knafo,Droite,2,"sarah_knafo,thierry_mariani",0,0,0,0,0,1,0,1,sarah_knafo,sarah_knafo
alecjacquemin,ian_brossat,Gauche radicale,2,"ian_brossat,pierre_yves_bournazel",0,0,1,1,0,0,0,0,ian_brossat,ian_brossat
alekssandrecp,rachida_dati,Droite,3,"pierre_yves_bournazel,rachida_dati,sarah_knafo",0,0,0,1,1,1,0,0,rachida_dati,rachida_dati
alex15762206,sophia_chikirou,Gauche radicale,2,"rachida_dati,sophia_chikirou",0,0,0,0,1,0,1,0,sophia_chikirou,sophia_chikirou
alex_bachelor,rachida_dati,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,rachida_dati,rachida_dati
alexafaucher,rachida_dati,Droite,2,"david_belliard,rachida_dati",1,0,0,0,1,0,0,0,rachida_dati,rachida_dati
alexand66518994,thierry_mariani,Extreme droite,2,"sarah_knafo,thierry_mariani",0,0,0,0,0,1,0,1,thierry_mariani,thierry_mariani
alexdepos123,sarah_knafo,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,sarah_knafo,sarah_knafo
alexiedelalande,pierre_yves_bournazel,Centre-droit,4,"david_belliard,pierre_yves_bournazel,rachida_dati,sophia_chikirou",1,0,0,1,1,0,1,0,pierre_yves_bournazel,pierre_yves_bournazel
alexis_92500,pierre_yves_bournazel,Centre-droit,2,"david_belliard,pierre_yves_bournazel",1,0,0,1,0,0,0,0,pierre_yves_bournazel,pierre_yves_bournazel
alexmo178559348,sarah_knafo,Droite,4,"david_belliard,pierre_yves_bournazel,rachida_dati,sarah_knafo",1,0,0,1,1,1,0,0,sarah_knafo,sarah_knafo
alexterieur77,pierre_yves_bournazel,Centre-droit,4,"ian_brossat,pierre_yves_bournazel,rachida_dati,sarah_knafo",0,0,1,1,1,1,0,0,pierre_yves_bournazel,pierre_yves_bournazel
alexthesoulman,david_belliard,Gauche,3,"david_belliard,ian_brossat,rachida_dati",1,0,1,0,1,0,0,0,david_belliard,david_belliard
alexton70139084,sophia_chikirou,Gauche radicale,2,"rachida_dati,sophia_chikirou",0,0,0,0,1,0,1,0,sophia_chikirou,sophia_chikirou
alfamarcelzulu,sarah_knafo,Droite,2,"sarah_knafo,thierry_mariani",0,0,0,0,0,1,0,1,sarah_knafo,sarah_knafo
algeriaboussada,sarah_knafo,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,sarah_knafo,sarah_knafo
algomas90940405,sarah_knafo,Droite,2,"sarah_knafo,thierry_mariani",0,0,0,0,0,1,0,1,sarah_knafo,sarah_knafo
alice_celk,sophia_chikirou,Gauche radicale,2,"pierre_yves_bournazel,sophia_chikirou",0,0,0,1,0,0,1,0,sophia_chikirou,sophia_chikirou
alicedsilver,pierre_yves_bournazel,Centre-droit,4,"pierre_yves_bournazel,rachida_dati,sarah_knafo,sophia_chikirou",0,0,0,1,1,1,1,0,pierre_yves_bournazel,pierre_yves_bournazel
aliceragdoll,sarah_knafo,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,sarah_knafo,sarah_knafo
alicesevidence0,rachida_dati,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,rachida_dati,rachida_dati
alienor3322,sarah_knafo,Droite,2,"pierre_yves_bournazel,sarah_knafo",0,0,0,1,0,1,0,0,sarah_knafo,sarah_knafo
alkamamalika,rachida_dati,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,rachida_dati,rachida_dati
all_fredric,pierre_yves_bournazel,Centre-droit,3,"pierre_yves_bournazel,rachida_dati,sarah_knafo",0,0,0,1,1,1,0,0,pierre_yves_bournazel,pierre_yves_bournazel
allandemaucroix,david_belliard,Gauche,2,"david_belliard,emmanuel_gregoire",1,1,0,0,0,0,0,0,david_belliard,david_belliard
allezlaaaaaaaaa,sarah_knafo,Droite,2,"pierre_yves_bournazel,sarah_knafo",0,0,0,1,0,1,0,0,sarah_knafo,sarah_knafo
almadiesbzh,sarah_knafo,Droite,3,"david_belliard,ian_brossat,sarah_knafo",1,0,1,0,0,1,0,0,sarah_knafo,sarah_knafo
alouxe01,sarah_knafo,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,sarah_knafo,sarah_knafo
alparker07,sarah_knafo,Droite,2,"emmanuel_gregoire,sarah_knafo",0,1,0,0,0,1,0,0,sarah_knafo,sarah_knafo
alphanordj71116,thierry_mariani,Extreme droite,2,"sarah_knafo,thierry_mariani",0,0,0,0,0,1,0,1,thierry_mariani,thierry_mariani
amaaot,ian_brossat,Gauche radicale,2,"ian_brossat,sarah_knafo",0,0,1,0,0,1,0,0,ian_brossat,ian_brossat
amab63,sarah_knafo,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,sarah_knafo,sarah_knafo
amarcilly_tmkt,pierre_yves_bournazel,Centre-droit,4,"david_belliard,emmanuel_gregoire,pierre_yves_bournazel,rachida_dati",1,1,0,1,1,0,0,0,pierre_yves_bournazel,pierre_yves_bournazel
amarna1961,rachida_dati,Droite,2,"rachida_dati,sophia_chikirou",0,0,0,0,1,0,1,0,rachida_dati,rachida_dati
amiciajadis,sophia_chikirou,Gauche radicale,2,"sarah_knafo,sophia_chikirou",0,0,0,0,0,1,1,0,sophia_chikirou,sophia_chikirou
amimaux,ian_brossat,Gauche radicale,3,"david_belliard,ian_brossat,sarah_knafo",1,0,1,0,0,1,0,0,ian_brossat,ian_brossat
amir_chtiba,rachida_dati,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,rachida_dati,rachida_dati
amiraultc,ian_brossat,Gauche radicale,3,"emmanuel_gregoire,ian_brossat,rachida_dati",0,1,1,0,1,0,0,0,ian_brossat,ian_brossat
amontezuma,sarah_knafo,Droite,3,"pierre_yves_bournazel,sarah_knafo,thierry_mariani",0,0,0,1,0,1,0,1,sarah_knafo,sarah_knafo
amos7506,sarah_knafo,Droite,4,"david_belliard,pierre_yves_bournazel,rachida_dati,sarah_knafo",1,0,0,1,1,1,0,0,sarah_knafo,sarah_knafo
anabiaclin,pierre_yves_bournazel,Centre-droit,2,"ian_brossat,pierre_yves_bournazel",0,0,1,1,0,0,0,0,pierre_yves_bournazel,pierre_yves_bournazel
anabsempre,thierry_mariani,Extreme droite,2,"sarah_knafo,thierry_mariani",0,0,0,0,0,1,0,1,thierry_mariani,thierry_mariani
anastas77581540,sarah_knafo,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,sarah_knafo,sarah_knafo
anatave7,emmanuel_gregoire,Gauche,2,"david_belliard,emmanuel_gregoire",1,1,0,0,0,0,0,0,emmanuel_gregoire,emmanuel_gregoire
anaxagorea,sarah_knafo,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,sarah_knafo,sarah_knafo
andregilles10,sarah_knafo,Droite,3,"ian_brossat,rachida_dati,sarah_knafo",0,0,1,0,1,1,0,0,sarah_knafo,sarah_knafo
angelebatisti,pierre_yves_bournazel,Centre-droit,3,"david_belliard,ian_brossat,pierre_yves_bournazel",1,0,1,1,0,0,0,0,pierre_yves_bournazel,pierre_yves_bournazel
angelo141074,rachida_dati,Droite,2,"pierre_yves_bournazel,rachida_dati",0,0,0,1,1,0,0,0,rachida_dati,rachida_dati
