candidate_id,candidate_label,year_week,total_replies,pct_soutien,pct_hostilite,pct_critique,pct_ironie,pct_neutre,pct_negative
sophia_chikirou,S. Chikirou (LFI),2026-W07,7,0.1429,0.0,0.0,0.0,0.8571,0.0
thierry_mariani,T. Mariani (RN),2025-W51,90,0.0,0.0,0.0,0.0,1.0,0.0
thierry_mariani,T. Mariani (RN),2025-W52,54,0.037,0.0,0.0,0.0,0.963,0.0
thierry_mariani,T. Mariani (RN),2026-W01,38,0.0263,0.0,0.0,0.0,0.9737,0.0
thierry_mariani,T. Mariani (RN),2026-W02,267,0.0449,0.0,0.0,0.0,0.9551,0.0
thierry_mariani,T. Mariani (RN),2026-W03,503,0.0398,0.004,0.004,0.0,0.9523,0.004
thierry_mariani,T. Mariani (RN),2026-W04,532,0.0508,0.0,0.0,0.0,0.9492,0.0
thierry_mariani,T. Mariani (RN),2026-W05,503,0.0398,0.0,0.0,0.0,0.9602,0.0
thierry_mariani,T. Mariani (RN),2026-W06,20,0.0,0.0,0.0,0.0,1.0,0.0
thierry_mariani,T. Mariani (RN),2026-W07,63,0.0317,0.0,0.0,0.0,0.9683,0.0
